"id" "tau1" "tau2" "tau3" "rf" "rs" "u"
1934 9.587085 324.57 1587.3024 0.055352572 0.32567817 0.534304171458167
1935 9.1028317 298.63591 1528.6181 0.05944407 0.29126158 0.731083718197136
1936 8.6600676 278.11614 1495.7028 0.061156973 0.2785425 0.766723316135758
1937 7.905107 278.25177 1432.5865 0.054809164 0.29462606 0.698975126510548
1938 7.3399984 247.34352 1316.0575 0.052474125 0.28893134 0.600812296490205
1939 6.7474481 263.14126 1444.7831 0.04572442 0.28821189 0.626964712980538
1940 6.3721344 253.07829 1309.8999 0.04925707 0.29610969 0.702860381605455
1941 6.1849578 233.92451 1179.5461 0.052098691 0.30622123 1.05800598654101
1942 5.6919517 241.22939 1355.3757 0.050730183 0.29179074 0.980861820385768
1943 5.3780035 246.3213 1301.9916 0.048908478 0.30193232 0.851705500869227
1944 5.3379306 239.72922 1310.3971 0.048680468 0.29558551 0.860149313954504
1945 5.6429631 263.50423 1368.2973 0.04854254 0.31100498 0.710419479768796
1946 5.6628519 242.39347 1313.8699 0.050288693 0.29009771 0.633217740483653
1947 6.3273849 252.41372 1360.655 0.054205196 0.28203375 0.675430216852272
1948 6.4285876 277.63342 1357.6145 0.054456312 0.30929142 0.616002731372156
1949 5.8277133 239.9998 1380.7648 0.055157596 0.2732856 0.626728921600223
1950 4.6523073 191.30375 990.25957 0.055095219 0.29627697 0.712331273495275
1951 3.8269978 200.07102 1242.6739 0.046286551 0.28676219 0.625971600674072
1952 3.3793055 163.61409 1250.3462 0.042150667 0.25343993 0.520807795500563
1953 3.1387573 175.64628 1268.7293 0.042983572 0.28052523 0.574269281537033
1954 3.3796424 190.63397 1143.1966 0.042183752 0.31345794 0.741292913694957
1955 3.6254571 200.65377 1192.6944 0.048126322 0.31824346 0.845597857617319
1956 3.2738331 227.26671 1401.6662 0.039312087 0.33122691 1.05980007007534
1957 2.270533 163.85091 842.28551 0.027489726 0.37019091 1.25000076022247
1958 2.3863962 215.29288 1118.8189 0.042478534 0.38679884 0.767577451901499
